condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,diff
1,Brown,0.92,39.05,0,1,0,2,387.6895833
2,Blue,0.65,38.3,13,9,0,1,21.57986111
1,White,0.9,29.89,0,7,0,2,758.5305556
0,Black,0.52,39.59,13,9,1,2,763.5708333
0,Tan,0.43,34.37,0,8,1,2,2590.554167
2,Black,0.55,17.91,13,9,0,1,82.66458333
1,Brown,0.29,47.11,0,1,0,1,395.5902778
1,Blue,0.64,24.47,16,9,0,1,1118.375
1,Tricolor,0.55,45.75,13,9,0,2,179.4729167
1,Brown,0.9,34.23,0,8,0,1,254.7583333
1,White,0.32,15.62,13,9,0,2,219.6125
0,White,0.93,27.75,0,1,1,2,1381.677778
2,White,0.11,7.45,13,9,0,2,93
1,Brown,0.8,41.24,17,9,0,1,768.6673611
1,Orange,0.38,25.27,13,9,0,1,2221.533333
2,Cream,0.44,30.06,13,9,1,1,60.67430556
1,Black,0.38,28.39,15,4,0,2,1848.706944
0,Tan,0.82,24.82,0,1,1,2,98.74861111
0,Orange,0.86,42.99,13,9,1,1,1490.463194
2,Brown,0.03,18.5,17,9,0,1,147.5166667
1,Black,0.38,43.88,0,1,0,2,395.6618056
1,Tricolor,0.17,8.15,7,1,0,2,3728.348611
0,Brown,0.52,30.17,0,1,1,2,1679.608333
1,Tricolor,0.1,32.97,7,1,0,2,83.72222222
1,Black,0.03,31.65,0,1,0,2,659.7131944
1,Tricolor,0.94,49.2,0,1,0,2,791.3979167
1,Blue,0.54,7.19,7,1,0,1,102.6645833
0,Black,0.87,27.27,13,9,1,1,397.5923611
2,Brown,0.01,29.99,0,1,0,1,74.58472222
0,Black,0.33,46.59,0,1,1,2,120.4888889
0,Black,0.07,45.7,0,1,1,2,390.7895833
1,White,0.59,10.45,0,7,0,2,3771.75
0,Black,0.93,15.45,7,1,1,1,132.7
2,White,0.37,36.12,18,4,1,1,290.5611111
0,Calico,0.76,8.98,0,1,1,1,753.6972222
2,Black,0.98,10,0,7,0,2,1059.486111
2,Tricolor,0.37,23.5,13,9,0,2,50
2,Brown,0.45,36.06,13,9,0,1,49.44930556
2,Brown,0.2,30.45,13,9,1,2,85.55486111
0,Brown,0.44,8.84,7,1,1,1,115.5555556
0,Black,0.29,13.31,0,7,1,2,2057.645139
0,Black,0.84,25.14,7,1,1,1,116.4534722
0,Black,0.44,42.56,0,1,1,2,176.7548611
0,Tricolor,0.24,27.09,0,7,1,2,1300.503472
1,Brown,0.52,39.88,0,7,0,2,2158.719444
1,Brown,0.85,7.53,0,1,0,1,126.7902778
0,Calico,0.39,25.19,0,1,1,1,754.7569444
2,Black,0.39,7.81,13,9,0,2,755.6847222
0,Blue,0.35,45.2,0,1,1,1,122.7527778
2,Black,0.39,26.89,13,9,1,1,45.67569444
1,Orange,0.03,36.21,0,1,0,1,775.7881944
2,White,0.97,7.5,13,9,0,2,175.5909722
0,Black,0.17,21.82,0,1,1,2,86.74652778
0,Cream,0.2,45.17,7,1,1,1,164.6402778
2,Sable,0.61,20.22,18,4,1,2,64.51041667
1,Brown,0.85,44.12,7,1,0,2,94.77777778
2,Blue,0.2,15.36,13,9,1,1,37.55416667
0,White,0.04,43.6,0,1,1,2,451.6368056
2,Torbie,0.85,46.02,0,1,1,1,83.53888889
1,White,0.12,16.35,0,7,0,2,755.7111111
1,Black,0.31,42.38,0,1,0,2,1859.729167
1,Brown,0.4,13.35,0,7,0,2,1126.479167
1,Brown,0.11,8.74,13,9,0,2,1494.578472
1,Blue,0.5,25.78,0,1,0,1,381.6541667
1,Black,0.55,49.22,7,1,0,1,150.5215278
0,Brown,0.79,7.32,0,1,1,2,86.71111111
2,Gray,0.7,35.21,17,9,1,1,754.4645833
1,Brown,0.62,23.49,16,9,0,1,129.8111111
0,Black,0.99,47.58,13,9,1,2,115.4826389
0,Tan,0.03,48.16,13,9,1,2,392.7673611
0,Calico,0.59,21.21,0,1,1,1,1121.446528
1,White,0.6,36.42,0,1,0,2,1126.788194
1,Blue,0.12,41.3,0,1,0,2,100.76875
2,Cream,0.36,35.88,13,9,0,1,73.70347222
1,Brown,0.26,30.38,0,7,0,2,890.7430556
0,Brown,0.93,20.49,0,1,1,2,756.7298611
0,White,0.63,32.56,0,7,1,2,1481.526389
0,Tan,0.38,6.42,0,7,1,2,1855.679167
2,Tortie,0.59,22.29,0,1,1,1,102.5944444
2,White,0.99,24.24,0,7,0,2,174.5409722
0,Brown,0.87,47.95,13,9,1,1,122
1,Tan,0.72,16.67,0,1,0,2,332.7006944
1,Tricolor,0.64,23.24,0,1,0,2,298.5666667
1,Black,0.87,5.49,0,1,0,1,330.5472222
0,Black,0.12,25.9,0,1,1,1,953.6201389
2,rare,0.95,14.35,0,1,0,2,388.6972222
0,Fawn,0.46,18,0,8,1,2,4773.586111
2,Tan,0.04,42.41,13,9,1,2,1667.5375
1,White,0.2,27.87,13,9,0,2,851.6340278
2,Black,0.19,28.76,16,9,0,1,203.375
1,Blue,0.7,33.49,13,9,0,2,1278.567361
1,Brown,0.83,42.76,0,1,0,1,178.7861111
1,White,0.28,25.13,7,1,0,1,115.7395833
0,Black,0.97,26.44,0,1,1,1,128.7104167
1,Blue,0.18,14.22,0,1,0,2,1440.670833
0,White,0.79,7.75,7,1,1,1,92.62638889
1,Orange,0.46,18.58,7,1,0,1,102.4881944
1,Brown,0.14,25.46,13,9,0,2,1560
1,Black,0.16,33.53,7,1,0,1,119.7104167
2,Blue,0.02,7.47,13,9,1,1,78.55902778
0,Black,0.74,37.75,7,1,1,2,180.6173611
0,Tan,0.81,32.63,0,1,1,2,757.5416667
1,White,0.13,8.55,0,7,0,2,2631.595833
1,Black,0.56,21.93,7,1,0,1,113.6506944
0,Tortie,0.82,21.16,0,7,1,1,760.4798611
1,Black,0.17,35.05,13,9,0,2,1145.46875
1,Blue,0.99,33.64,0,1,0,1,100.7708333
0,Tan,0.92,17.51,0,7,1,2,1643.65625
1,White,0.69,26.84,0,1,0,2,2056.661111
1,Brown,0.81,29.77,7,1,0,1,89.72986111
0,Black,0.32,17.86,0,1,1,1,453
2,Tricolor,0.03,40.03,9,2,1,2,55.8
2,Tan,0.01,29.03,0,7,1,2,388.4881944
0,Black,0.77,43.89,0,1,1,1,155.7694444
1,Tan,0.77,27.16,0,7,0,2,1126.780556
2,Black,0.11,33.15,0,7,1,4,933.5666667
1,Orange,0.46,38.21,0,1,0,1,105.7479167
1,Brown,0.4,28.1,13,9,0,1,332
0,Blue,0.83,5.2,0,1,1,1,150.7090278
2,Blue,0.73,14.38,0,7,1,2,41
0,Black,0.12,42.22,0,1,1,2,400.6923611
2,Black,0.35,7.74,0,7,0,1,266.6680556
2,White,0.59,40.76,0,1,1,2,552.5854167
0,Tan,0.76,47.99,7,1,1,2,85.75972222
1,Blue,0.97,22.58,0,7,0,2,1501.628472
2,Brown,0.38,11.18,16,9,0,1,387.375
2,Black,0.89,27.77,0,1,0,1,80.80138889
1,Orange,0.59,14.08,13,9,0,1,96.4375
2,Brown,0.73,16.76,0,1,0,1,86.7375
0,White,0.55,46.31,0,1,1,1,209.6972222
1,Black,0.74,22.27,16,9,0,1,386.375
1,Brown,0.41,17.35,7,1,0,2,605.4159722
2,Tortie,0.22,24.59,16,9,0,1,387.375
2,Black,0.47,14.36,13,9,1,1,40.65138889
0,rare,0.76,21.48,2,2,1,1,4405.313194
1,Tan,0.17,18.06,1,4,0,2,1654.370139
1,Red,0.15,21.97,0,1,0,2,767.7486111
0,White,0.9,26.01,0,7,1,2,752.7069444
1,Brown,0.22,40.7,0,7,0,2,4591.63125
2,Brown,0.13,44.91,18,4,0,2,51.73263889
1,White,1,47.93,0,1,0,2,397.4888889
2,Chocolate,0.28,23.18,0,7,1,2,205.4909722
1,Orange,0.07,34.32,0,1,0,1,142.6090278
0,Black,0.72,30.58,7,1,1,1,1044.384028
0,Tan,0.04,12.33,7,1,1,2,102.2881944
1,Brown,0.48,23.29,0,1,0,2,395.7722222
0,Tricolor,0.52,31,0,1,1,2,390.6465278
2,Blue,0.54,10.92,13,9,0,1,92.61458333
0,Brown,0.93,29.97,17,9,1,1,389.6
1,Brown,0.31,27.31,0,1,0,2,3684.765972
2,Black,0.63,38.69,16,9,1,1,753.375
0,Tricolor,0.15,29.19,0,1,1,2,101.7701389
1,Brown,0.4,19.16,0,7,0,2,568.4958333
2,Tortie,0.08,48.04,16,9,1,1,387.375
0,Brown,0.76,17.59,0,1,1,1,145.7520833
0,Torbie,0.68,8.37,0,1,1,1,84.73055556
0,Brown,0.19,31.4,0,1,1,1,84.73402778
2,White,0.16,30.77,18,4,0,2,751.7368056
0,Brown,0.76,14.34,7,1,1,1,112.7902778
1,Blue,0.69,36.16,0,1,0,1,84.74722222
2,Black,0.67,27.63,13,9,1,1,387.5729167
0,Cream,0.71,14.11,0,7,1,2,441.4888889
1,Red,0.55,6.71,0,1,0,2,391.5611111
1,Black,0.55,49.83,13,9,0,2,790.6597222
1,Black,0.52,19.31,0,7,0,1,257.7375
1,Brown,0.23,37.8,0,7,0,2,207.7201389
2,Red,0.65,32.05,13,9,0,2,2950.692361
0,Black,0.33,21.78,0,1,1,1,113.7083333
1,White,0.05,41.08,7,1,0,2,3351.645139
1,rare,0.31,8.65,7,1,0,1,3623.59375
0,Black,0.55,7.76,0,1,1,2,100.6944444
0,Red,0.58,28.46,0,1,1,2,756.7791667
1,Tricolor,0.07,21.31,0,1,0,2,1191.604167
0,Brown,0.93,49.56,13,9,1,1,4403.570833
1,White,0.91,38.08,13,9,0,2,2584.549306
1,Black,0.6,23.97,0,1,0,2,1360.565278
0,Tan,0.96,10.97,7,1,1,2,857.525
1,Blue,0.29,49.69,0,1,0,1,85.76458333
0,Tan,1,17.63,0,7,1,2,206.4722222
0,Tan,0.44,41.3,0,1,1,2,1888.63125
0,Brown,0.35,44.99,0,1,1,1,2600.655556
0,Brown,0.15,5.98,0,1,1,2,389.49375
0,Tan,0.52,48.1,0,1,1,2,753.7465278
2,Brown,0.12,6.17,0,1,1,1,83.65069444
0,Blue,0.46,34.32,7,1,1,1,83.69097222
1,Cream,0.92,38.5,0,1,0,1,101.8013889
1,Sable,0.86,35.22,0,1,0,2,2247.699306
0,Brown,0.46,38.65,7,1,1,1,2986.779167
2,Black,0.57,20.53,13,9,1,2,392
1,Black,0.9,48.54,0,1,0,1,130.7368056
1,Red,0.45,37.89,0,1,0,2,329.7423611
1,Brown,0.58,39.06,0,7,0,2,2264.469444
0,Black,0.42,45.95,0,8,1,2,922.6604167
0,Red,0.48,20.24,18,4,1,2,5501.375
1,Black,0.55,31.56,0,7,0,2,937.4965278
0,Black,0.37,32.14,0,1,1,2,397.6180556
0,Brown,0.72,39.02,0,1,1,1,89.76319444
0,Calico,0.16,42.42,0,1,1,1,86.55416667
2,Brown,0.32,27.16,18,4,0,1,756.7020833
0,White,0.9,7.37,0,1,1,2,1123.563889
1,Brown,0.54,9.89,7,1,0,1,82.81319444
0,White,0.12,36.53,0,1,1,2,197.8041667
1,Black,0.03,20.09,7,1,0,1,99.61944444
0,Black,0.6,6.37,0,1,1,2,99.68541667
0,White,0.36,39.65,0,1,1,2,755.7076389
0,Brown,0.38,43.52,0,1,1,2,393.6284722
0,White,0.16,11.19,0,1,1,2,758.6951389
1,Red,0.46,13.29,0,1,0,2,757.5548611
0,Tricolor,0.14,31.59,0,1,1,2,117.7208333
1,Black,0.91,12.26,17,9,0,1,178
0,Tan,0.11,49.35,0,7,1,2,1039.620139
0,Black,0.04,15.56,13,9,1,2,912.63125
0,Black,0.8,12.56,0,7,1,2,1847.717361
0,Red,0.45,46.58,0,1,1,2,3180.624306
0,Brown,0.43,31.23,13,9,1,2,422
1,Brown,0.91,43.03,0,8,0,2,758.7590278
0,Blue,0.3,39.55,0,1,1,1,133.5444444
1,Orange,0.69,46.18,0,7,0,1,961.5055556
2,Chocolate,0.11,5.1,1,4,1,2,1848.718056
0,Orange,0.58,28.01,16,9,1,1,272.6388889
2,Black,0.72,29.24,11,4,0,4,748.6527778
2,Red,0.72,24.11,0,7,1,2,185.7819444
1,Black,0.61,24.81,0,1,0,2,103.7201389
0,Sable,0.37,44.9,0,1,1,2,393.7229167
0,Cream,0.86,17.22,0,1,1,2,389
2,Brown,0.7,19.55,0,1,0,1,133.7145833
0,Black,0.85,37.95,0,7,1,1,243.5840278
1,White,0.84,18.87,0,1,0,2,758.5881944
2,Tan,0.37,41.99,0,7,0,2,4402.574306
0,Brown,0.64,29.08,0,1,1,2,147.6652778
0,Tricolor,0.67,24.04,0,1,1,2,238.7375
0,Black,0.37,30.62,13,9,1,2,554
0,Blue,0.88,25.82,0,1,1,2,761.7611111
1,Blue,0.59,46.36,0,1,0,2,2579.51875
1,White,0.36,47.89,0,1,0,2,758.4923611
2,Black,0.51,35.72,13,9,0,1,50.48541667
0,Chocolate,0.42,16.87,18,4,1,2,5135.69375
2,Black,0.33,42.79,0,7,0,2,753.53125
2,Brown,0.3,32,0,7,0,2,3674.472917
0,Brown,0.62,35.6,0,7,1,2,3122.561111
0,Black,0.11,24.18,0,7,1,2,176.7729167
2,White,0.09,8.9,13,9,0,4,431.7819444
0,Brown,0.22,46.21,13,9,1,2,2214.489583
1,Red,0.8,33.64,0,1,0,2,2578.730556
2,Black,0.42,7.79,13,9,0,2,270.6548611
0,Tortie,0.25,33.77,0,1,1,1,805.7291667
2,Tan,0.58,24.62,0,7,1,4,2943.463889
1,Orange,0.49,16.49,0,1,0,1,2235.641667
0,Brown,0.6,46.02,7,1,1,1,118.7847222
1,Black,0.11,25.51,0,7,0,2,4862.669444
0,Red,0.38,31.92,0,7,1,2,4169.704861
2,White,0.15,16.59,13,9,0,1,387.6972222
1,Tricolor,0.39,24.21,13,9,0,2,5505.775
0,Tortie,0.32,39.34,0,1,1,1,781.7756944
1,Red,0.51,35.61,13,9,0,2,755.5034722
1,Brown,0.5,28.88,0,1,0,2,841.68125
1,White,0.43,12.76,0,7,0,2,537.6673611
1,Black,0.28,22.95,0,1,0,1,395.7708333
1,Black,0.25,21.17,0,1,0,2,77.71319444
0,White,0.16,28.7,13,9,1,2,775.6576389
0,Tortie,0.7,43.72,0,1,1,1,99.77013889
1,Brown,0.68,20.05,0,7,0,2,2522
2,Brown,0.8,37.07,16,9,1,1,265.375
0,Blue,0.47,5.64,0,1,1,2,764.7229167
1,White,0.34,23.3,0,1,0,2,92.78888889
0,Black,0.08,47.77,0,1,1,2,110.7069444
2,Brown,0.6,49.53,13,9,0,1,23.55347222
1,White,0.38,45.6,0,7,0,2,434.5993056
0,Brown,0.82,34.31,0,1,1,2,758.7104167
1,Red,0.5,24.35,0,7,0,2,3316.670833
2,Brown,0.63,42.43,13,9,0,1,142.4534722
0,Black,0.96,18.54,0,7,1,2,1482.626389
1,rare,0.57,29.23,0,1,0,2,390.7361111
0,Brown,0.68,15.67,7,1,1,1,89.52847222
1,Chocolate,0.22,15.36,0,7,0,2,389.7201389
0,Blue,0.17,44.2,17,9,1,1,390.7069444
1,Brown,0.19,49.1,0,7,0,2,1482.666667
1,Black,0.18,46.09,7,1,0,2,430.6368056
0,White,0.83,12.16,13,9,1,2,389.4819444
2,Black,0.27,25.29,13,9,0,1,179.6597222
2,Brown,0.06,35.06,0,7,1,2,1011.516667
2,Tan,0.58,49.34,13,9,1,2,759
0,rare,0.91,33.74,13,9,1,1,760.4631944
2,Torbie,0.22,26.26,13,9,1,1,121.5597222
1,Brown,0.63,15.92,0,1,0,1,79.72083333
2,Brown,0.49,10.73,0,8,0,2,2217.599306
1,Black,0.4,45.95,0,1,0,2,2218.800694
1,White,0.37,25.56,0,7,0,2,193.625
0,White,0.08,36.71,13,9,1,2,392.4805556
2,Tortie,0.43,24.45,13,9,1,1,64.57986111
1,Red,0.83,28.62,0,7,0,2,1488.668056
2,Black,0.45,9.38,13,9,1,2,189.50625
1,Orange,0.72,28.64,0,1,0,1,132.7784722
1,Black,0.33,49.13,0,1,0,2,386.7875
0,Tortie,0.07,28.04,7,1,1,1,99.79861111
0,Tan,0.1,40.13,0,1,1,2,434.6375
1,White,0.22,45.95,0,1,0,2,756.7909722
1,Tricolor,0.83,16.81,13,9,0,2,1757
0,Tortie,0.25,11.37,0,1,1,1,2585.418056
0,Blue,0.27,45.34,0,1,1,2,395.7576389
0,Brown,0.72,13.26,0,1,1,2,505.7756944
2,White,0.57,36.93,13,9,1,2,5229.559028
1,Red,0.67,27.1,0,1,0,2,758.5576389
1,White,0.96,12.72,18,4,0,2,1188.478472
1,Blue,0.23,27.85,0,1,0,1,97.78680556
1,Black,0.91,21.01,0,1,0,2,101.7902778
0,Black,0.09,18.95,0,1,1,1,94.74652778
2,Brown,0.49,41.15,13,9,1,1,70.58055556
0,Black,0.38,39.66,0,1,1,1,156.5368056
1,Blue,0.71,34.74,0,1,0,2,1124.68125
1,Fawn,0.46,8.92,0,1,0,2,806.5597222
2,Black,0.36,19.05,13,9,0,1,53.38125
2,Black,0.4,11.06,0,1,1,1,74.51597222
0,Torbie,0.85,32.69,0,1,1,1,1515.538194
0,Tricolor,0.69,20.2,0,1,1,2,1486.717361
2,Orange,0.85,19.27,17,9,0,1,204
1,Cream,0.69,7.03,0,7,0,2,83.72430556
1,Orange,0.14,20.66,7,1,0,1,126.5673611
2,Brown,0.13,37.08,0,1,1,1,84.58541667
1,Black,0.58,9.55,0,1,0,2,207.7631944
1,Blue,0.51,18.38,0,1,0,1,109.7236111
1,Black,0,47.23,0,7,0,2,1132.439583
0,White,0.98,9.07,13,9,1,2,756.5909722
0,Tan,0.9,38.83,0,1,1,2,96.76944444
1,Black,0.44,21.07,7,1,0,1,83.7125
1,Tan,0.52,46.57,0,1,0,2,397.7534722
0,White,0.71,18.07,13,9,1,2,758.4097222
2,White,0.26,44.45,13,9,0,2,751.6486111
2,Brown,0.23,12.47,13,9,0,1,92.58055556
2,Black,0.51,49.74,13,9,1,2,815.7736111
1,White,0.99,20.19,0,7,0,2,388.7569444
2,White,0.38,46.51,0,7,1,2,567.5625
1,Cream,0.96,22.06,0,1,0,1,117.4916667
0,Black,0.7,48.34,16,9,1,1,328.8020833
1,Black,0.68,6.45,7,1,0,2,3515.534028
1,Tan,0.22,22.73,0,1,0,2,1585.753472
0,Chocolate,0.09,46.37,0,1,1,2,495.65625
1,rare,0.97,33.7,0,7,0,2,4780.621528
0,Black,0.72,17.48,0,1,1,2,156.4763889
0,Chocolate,0.83,48.31,0,1,1,2,1048.574306
2,White,0.07,23.97,13,9,1,1,63.74236111
2,Blue,0.94,14.72,13,9,0,1,42.72708333
1,Brown,0.78,19.39,7,1,0,1,80.37013889
1,Tan,0.52,20.93,18,4,0,2,2584.492361
1,White,0.67,25.12,7,1,0,1,99.50972222
2,White,0.46,30.12,0,7,1,2,3673.470833
0,Black,0.93,48.61,0,1,1,1,377.7381944
2,Blue,0.7,24.67,16,9,1,1,388.375
2,White,0.63,25.38,13,9,0,2,57.76666667
0,Black,0.17,19.35,0,7,1,2,755.7958333
1,Yellow,0.02,32.82,13,9,0,2,3676.779167
2,White,0.17,18.25,0,7,0,2,752.6840278
0,Black,0.26,33.45,0,1,1,2,338.7152778
2,Brown,0.23,45.92,13,9,0,1,36.73680556
1,Brown,0.61,8.88,7,1,0,1,102.475
1,Black,0.75,48.33,13,9,0,1,126.4694444
1,Gray,0,24.97,0,1,0,2,1120.743056
1,White,0.82,33.56,0,1,0,2,264.7159722
0,Brown,0.01,8.01,0,1,1,2,90.75625
2,Brown,0.37,13.42,13,9,0,2,27.75416667
1,Tan,0.66,44.48,7,1,0,2,370.4006944
1,White,0.36,15.92,0,1,0,2,754.6819444
1,White,0.86,35.31,0,1,0,1,3649.716667
1,Black,0.74,38.17,0,7,0,2,1482.745833
0,Black,0.53,35.36,0,1,1,2,82.78958333
0,Black,0.08,7.13,0,1,1,1,1198.74375
0,Brown,0.5,16.13,0,1,1,2,86.71527778
1,Tricolor,0.14,41.35,13,9,0,2,3323.517361
0,Brown,0.37,12.38,13,9,1,1,755.71875
0,Black,0.05,41.51,0,1,1,2,754.7319444
1,White,0.87,30.35,0,1,0,4,442.8083333
2,Blue,0.73,32.05,13,9,0,1,51.60902778
0,Tortie,0.8,29.46,0,7,1,1,478.6180556
1,Black,0.72,25.18,7,1,0,2,818.4291667
2,Black,0.74,26.78,13,9,0,2,59.66944444
1,Red,0.04,13.89,0,1,0,2,271.7076389
2,Brown,0.3,16.14,0,7,1,1,175.7520833
0,Black,0.75,17.95,7,1,1,2,94.69444444
2,Black,0.36,5.39,13,9,1,1,35.79930556
2,Gray,0.24,45.83,0,1,0,1,82.74513889
2,Black,0.57,5.21,16,9,0,1,387.375
0,Brown,0.09,44.71,16,9,1,1,391.7673611
2,Black,0.27,31.59,18,4,1,1,175.4027778
1,White,0.47,12.39,13,9,0,2,116.4930556
0,Brown,0.6,7.98,7,1,1,1,152.5381944
2,Orange,0.58,9.78,16,9,0,1,1848.375
0,Black,0.34,25.9,0,7,1,2,387.5
2,Tortie,0.88,32.12,13,9,1,1,65.725
1,Chocolate,0.65,47.84,0,1,0,2,206.7361111
2,Brown,0.59,8.67,13,9,0,2,1495.588889
1,Tan,0.49,40.06,13,9,0,2,758.7201389
0,White,0.18,44.26,0,1,1,1,120.7625
0,Tan,0.63,29.99,2,4,1,2,3507.339583
2,White,0.68,6.86,13,9,1,2,81.47986111
0,Black,0.48,19.16,0,1,1,1,1185.609028
2,Brown,0.2,32.78,0,1,1,1,85.65902778
2,Brown,0.93,30.32,0,1,1,1,82.69652778
0,Brown,0.31,10.11,13,9,1,1,91.59097222
2,Cream,0.93,37.49,17,9,1,1,754.7534722
0,Brown,0.27,43.04,7,1,1,2,4837.38125
2,Black,0.16,35.19,18,4,0,1,68.3875
1,Brown,0.09,17.59,0,1,0,1,713.5375
1,Orange,0.02,11.88,7,1,0,1,92.63263889
0,White,0.07,31.35,0,1,1,2,237.7375
0,Brown,0.96,43.96,7,1,1,1,404.5868056
1,Brown,0.89,12.84,0,1,0,2,389.8840278
0,White,0.53,49.49,0,1,1,1,759.6208333
0,Brown,0.27,33.74,7,1,1,1,116.5930556
0,Brown,0.34,45,0,7,1,1,594.5291667
1,Black,0.63,48.49,0,1,0,2,397.7527778
0,Orange,0.34,19.42,0,7,1,1,1285.621528
0,Tan,0.04,48.09,0,7,1,2,2585.768056
1,Cream,0.19,43.55,16,9,0,1,387.375
2,Black,0.77,11.89,13,9,0,2,162.61875
0,White,0.41,18.37,0,1,1,1,161.6486111
0,Blue,0.45,11.49,13,9,1,1,2590.497917
2,Brown,0.47,43.58,13,9,1,2,173
2,Sable,0.67,18.31,7,1,0,2,116.6430556
2,Black,0.63,12.37,17,9,1,1,391.78125
0,Blue,0.65,16,0,1,1,1,90.57152778
0,Brown,0.93,6.71,0,7,1,2,4807.564583
0,White,0.17,16.29,0,7,1,2,797.6513889
0,Blue,0.26,48.31,0,1,1,2,1855.761111
1,Black,0.03,9.57,7,1,0,1,129.45
2,Brown,0.61,25.07,18,4,0,1,1116.490972
2,rare,0.64,18.19,16,9,0,1,1486.847222
2,Orange,0.84,11.11,13,9,1,1,37.79375
0,White,0.11,36.32,0,1,1,2,270.6965278
0,Brown,0.75,15.33,12,1,1,2,282.9590278
2,Tan,0.37,15.37,0,1,0,2,757.7444444
2,Brown,0.17,24.1,18,4,1,1,42.58194444
1,Brown,0.67,8.17,7,1,0,1,90.58125
1,White,0.56,35.68,0,7,0,2,3233.775
0,White,1,49.72,18,4,1,2,752.80625
0,Calico,0.31,7.72,0,1,1,1,2948.670833
1,Black,0.13,29.52,0,1,0,1,149.7173611
0,White,0.57,48.98,0,1,1,2,403.5291667
2,Black,0.23,26.68,13,9,0,1,39.60138889
1,Blue,0.04,18.46,0,1,0,1,120.7513889
0,Brown,0.13,42.46,7,1,1,1,316.3854167
2,Orange,0,7.45,13,9,0,1,43.66041667
1,White,0.59,27.82,0,1,0,2,3429.625694
0,Fawn,0.48,10.3,0,1,1,2,400.7979167
0,Tortie,0.66,29.69,0,1,1,1,209.5645833
1,Black,0.67,49.98,0,1,0,1,125.8
1,Chocolate,0.23,14.5,13,9,0,2,239.7743056
1,Tan,0.46,25.72,0,1,0,2,105.6541667
0,Black,0.78,42.63,0,7,1,2,4215.673611
0,Blue,0.38,7.23,0,1,1,2,3683.495833
1,Black,0.16,47.65,7,1,0,1,482.4069444
1,Black,0.12,7.07,13,9,0,1,162.5180556
1,Black,0.58,7.78,0,1,0,1,84.70208333
1,Tan,0.84,44.41,7,1,0,2,1859.620833
2,Black,0.36,23.79,16,9,0,1,144.375
0,Black,0.61,26.06,0,1,1,1,140.5715278
0,Black,0.9,38.26,13,9,1,2,757.5083333
1,Black,0.62,24.82,0,1,0,2,1134.592361
2,Blue,0.7,24.1,9,2,0,1,30.34513889
0,White,0.49,28.17,0,1,1,4,785.6590278
1,Brown,0.79,6.87,0,1,0,2,756.7763889
1,Black,0.98,49.62,0,1,0,1,1488.771528
0,Black,0.99,14.16,0,7,1,2,758.7805556
2,Brown,0.34,47.96,0,7,0,2,387.6236111
0,Brown,0.71,23.89,0,1,1,2,2978.506944
2,White,0.9,10.98,13,9,0,2,937.6548611
1,Red,0.81,6.84,13,9,0,2,759.6930556
0,Brown,0,49.1,0,1,1,1,95.74236111
1,Fawn,0.71,13.56,0,1,0,2,437
2,Black,0.81,27.68,13,9,0,1,53.68402778
1,White,0.82,42.56,0,7,0,2,1857.770833
0,Brown,0.21,9.31,16,9,1,1,1897.375
1,Black,0.84,45.02,0,1,0,2,238.7756944
1,Brown,0.85,16.21,0,1,0,2,758.7958333
1,Black,0.67,36.8,0,7,0,2,2944.504861
0,Tan,0.53,34.86,13,9,1,2,1483.615278
0,Brown,0.92,13.28,0,1,1,1,784.6722222
0,Tricolor,0.43,48.7,0,1,1,2,85.74166667
1,Tan,0.38,47.32,0,1,0,2,1124.729167
0,Brown,0.8,29.89,17,9,1,1,1122.789583
1,Black,0.12,12.71,0,1,0,2,756.7381944
0,Black,0.58,26.54,0,1,1,2,90.80416667
0,Brown,0.24,38.88,7,1,1,2,1535.372917
0,Black,0.34,17.98,13,9,1,1,335.6444444
2,Blue,0.1,30.71,16,9,1,1,111.375
0,Tan,0.41,27.18,0,1,1,2,414.66875
0,Torbie,0.47,30.17,0,1,1,1,766.6909722
2,Blue,0.07,43.86,0,7,0,2,212.7027778
1,Black,0.46,10.21,7,1,0,1,362.2972222
2,Gray,0.33,28.88,17,9,1,1,1122.800694
0,Blue,0.46,18.15,0,7,1,2,760.4590278
1,Blue,0.88,14.66,0,1,0,2,766.66875
1,Blue,0.71,49.86,13,9,0,2,507.6833333
1,Orange,0.14,44.04,13,9,0,1,3366
1,White,0.49,33.46,0,1,0,2,765.50625
0,Sable,0.88,37.16,0,1,1,2,176.7833333
2,Black,0.31,11.72,0,8,0,2,404.7979167
0,Tricolor,0.89,26.2,0,1,1,2,756.6590278
0,Blue,0.76,25.04,13,9,1,2,421.6458333
2,Brown,0.9,21.28,0,7,0,2,3674.633333
1,Brown,0.32,17.41,17,9,0,1,389.5541667
0,Black,0.4,13.99,0,7,1,2,1915.479167
1,rare,0.94,37.3,7,1,0,1,270.4833333
0,Tan,0.67,25.48,0,7,1,2,762.7097222
2,Brown,0.82,18.02,0,1,0,1,97.72430556
1,Orange,0.96,44.58,0,1,0,1,106.7284722
2,rare,0.06,49.71,9,2,0,1,113.4875
0,White,0.89,25.74,0,1,1,2,454.7173611
2,Black,0.99,10.06,13,9,1,2,766.6986111
1,Brown,0.38,18.14,0,1,0,2,798.5902778
0,Brown,0.27,10.02,0,7,1,2,441.7229167
2,Yellow,0.49,32.76,13,9,1,2,84.50625
2,Calico,0.69,49.56,13,9,1,1,90
0,Tan,0.45,28.9,13,9,1,2,753.7027778
